Plate Reference, East(X), North (Y), Height (Z), Support Name, Room, Level, Support Type, Dtata Sheet, Page, Fire Rated, Designer
/1HFB10SV0009/1, 528665.00, 162825.00, 3836.00, /1HFB10SV0009, /1HFB1004ZL-, 10, Support Type 5 - Wall Support Cantilever 2, 45062_MWG_DR_00080_40005_Support_Type_5, 2, No, S. Pinnock
/1HFB10SV0004/1, 528665.00, 159000.00, 3836.00, /1HFB10SV0004, /1HFB1004ZL-, 10, Support Type 5 - Wall Support Cantilever 2, 45062_MWG_DR_00080_40005_Support_Type_5, 2, No, S. Pinnock
/1HFB10SV0011/1, 533993.14, 172624.92, 4310.00, /1HFB10SV0011, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0011/2, 533993.14, 172174.92, 4310.00, /1HFB10SV0011, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0013/1, 536807.35, 172624.92, 4310.00, /1HFB10SV0013, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0013/2, 536807.35, 172174.92, 4310.00, /1HFB10SV0013, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0012/1, 539507.35, 172624.92, 4310.00, /1HFB10SV0012, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0012/2, 539507.35, 172174.92, 4310.00, /1HFB10SV0012, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0017/1, 542854.14, 170135.92, 4310.00, /1HFB10SV0017, /1HFB1005ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0017/2, 542554.14, 170135.92, 4310.00, /1HFB10SV0017, /1HFB1005ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0016/1, 542854.14, 167510.92, 4310.00, /1HFB10SV0016, /1HFB1005ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0016/2, 542554.14, 167510.92, 4310.00, /1HFB10SV0016, /1HFB1005ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0015/1, 541933.18, 171274.92, 4310.00, /1HFB10SV0015, /1HFB1005ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0015/2, 541933.18, 170824.92, 4310.00, /1HFB10SV0015, /1HFB1005ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0014/1, 542383.18, 171274.92, 4310.00, /1HFB10SV0014, /1HFB1005ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0014/2, 542383.18, 170824.92, 4310.00, /1HFB10SV0014, /1HFB1005ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0018/1, 542579.14, 172163.92, 4310.00, /1HFB10SV0018, /1HFB1005ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0018/2, 542879.14, 172163.92, 4310.00, /1HFB10SV0018, /1HFB1005ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0019/1, 529939.00, 171000.00, 4310.00, /1HFB10SV0019, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0019/2, 529939.00, 170350.00, 4310.00, /1HFB10SV0019, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0020/1, 532639.00, 171000.00, 4310.00, /1HFB10SV0020, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0020/2, 532639.00, 170350.00, 4310.00, /1HFB10SV0020, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0022/1, 532974.10, 171289.00, 4310.00, /1HFB10SV0022, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0022/2, 533624.10, 171289.00, 4310.00, /1HFB10SV0022, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0023/1, 532974.14, 172705.42, 4310.00, /1HFB10SV0023, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0023/2, 533624.14, 172705.42, 4310.00, /1HFB10SV0023, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0024/1, 533074.14, 174955.42, 4310.00, /1HFB10SV0024, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0024/2, 533524.14, 174955.42, 4310.00, /1HFB10SV0024, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0051/1, 533124.14, 177497.42, 4310.00, /1HFB10SV0051, /1HFB1004ZL-, 10, Support Type 7 - Fire Damper Wall Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 1, No, S. Pinnock
/1HFB10SV0051/2, 533474.14, 177492.42, 4310.00, /1HFB10SV0051, /1HFB1004ZL-, 10, Support Type 7 - Fire Damper Wall Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 1, No, S. Pinnock
/1HFB10SV0021/1, 533037.14, 177125.42, 4310.00, /1HFB10SV0021, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0021/2, 533561.14, 177125.42, 4310.00, /1HFB10SV0021, /1HFB1004ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0025/1, 532030.14, 179775.00, 4440.00, /1HFB10SV0025, /1HFB1001ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0025/2, 532030.14, 179975.00, 4440.00, /1HFB10SV0025, /1HFB1001ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0052/1, 533037.14, 178664.00, 4440.00, /1HFB10SV0052, /1HFB1001ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0052/2, 533561.14, 178664.00, 4440.00, /1HFB10SV0052, /1HFB1001ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0054/1, 533074.14, 179564.00, 4440.00, /1HFB10SV0054, /1HFB1001ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0054/2, 533524.14, 179564.00, 4440.00, /1HFB10SV0054, /1HFB1001ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0103/1, 533099.14, 180689.00, 4440.00, /1HFB10SV0103, /1HFB1001ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0103/2, 533499.14, 180689.00, 4440.00, /1HFB10SV0103, /1HFB1001ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0053/1, 533062.14, 181989.00, 4440.00, /1HFB10SV0053, /1HFB1001ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0053/2, 533536.14, 181989.00, 4440.00, /1HFB10SV0053, /1HFB1001ZL-, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB10SV0055/1, 533074.00, 182540.00, 4265.00, /1HFB10SV0055, /1HFB1001ZL-, 10, Support Type 7 - Fire Damper Wall Support 2, 45062_MWG_DR_00080_40008_Support_Type_7, 2, No, S. Pinnock
/1HFB10SV0055/2, 533524.00, 182540.00, 4265.00, /1HFB10SV0055, /1HFB1001ZL-, 10, Support Type 7 - Fire Damper Wall Support 2, 45062_MWG_DR_00080_40008_Support_Type_7, 2, No, S. Pinnock
/1HFB14SV0023/1, 539880.00, 174036.00, 8690.00, /1HFB14SV0023, /1HFB1403ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0023/2, 538930.00, 174036.00, 8690.00, /1HFB14SV0023, /1HFB1403ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0024/1, 540319.00, 173487.00, 8690.00, /1HFB14SV0024, /1HFB1403ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0024/2, 540319.00, 172537.00, 8690.00, /1HFB14SV0024, /1HFB1403ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0025/1, 542069.00, 173487.00, 8690.00, /1HFB14SV0025, /1HFB1403ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0025/2, 542069.00, 172537.00, 8690.00, /1HFB14SV0025, /1HFB1403ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0044/1, 536727.63, 173730.00, 4805.00, /1HFB14SV0044, /1HFB1403ZL-, 14, Support Type 6 - Vertical Duct Floor Support, 45062_MWG_DR_00080_70001_Support_Type_6, 2, No, S. Pinnock
/1HFB14SV0044/2, 536735.33, 172370.00, 4805.00, /1HFB14SV0044, /1HFB1403ZL-, 14, Support Type 6 - Vertical Duct Floor Support, 45062_MWG_DR_00080_70001_Support_Type_6, 2, No, S. Pinnock
/1HFB14SV0044/3, 536070.50, 173730.00, 4805.00, /1HFB14SV0044, /1HFB1403ZL-, 14, Support Type 6 - Vertical Duct Floor Support, 45062_MWG_DR_00080_70001_Support_Type_6, 2, No, S. Pinnock
/1HFB14SV0044/4, 536070.50, 172370.00, 4810.00, /1HFB14SV0044, /1HFB1403ZL-, 14, Support Type 6 - Vertical Duct Floor Support, 45062_MWG_DR_00080_70001_Support_Type_6, 2, No, S. Pinnock
/1HFB14SV0021/1, 528660.00, 177593.00, 6559.00, /1HFB14SV0021, /1HFB1404ZL-, 14, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, No, S. Pinnock
/1HFB14SV0021/2, 528660.00, 176855.00, 6559.00, /1HFB14SV0021, /1HFB1404ZL-, 14, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, No, S. Pinnock
/1HFB14SV0022/1, 528660.00, 177623.00, 5356.00, /1HFB14SV0022, /1HFB1404ZL-, 14, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, No, S. Pinnock
/1HFB14SV0022/2, 528660.00, 176855.00, 5356.00, /1HFB14SV0022, /1HFB1404ZL-, 14, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, No, S. Pinnock
/1HFB14SV0002/1, 529475.00, 176275.00, 8688.60, /1HFB14SV0002, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0002/2, 528825.00, 176275.00, 8698.60, /1HFB14SV0002, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0006/1, 529475.00, 173475.00, 8688.60, /1HFB14SV0006, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0006/2, 528825.00, 173475.00, 8698.60, /1HFB14SV0006, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0003/1, 529475.00, 171075.00, 8688.60, /1HFB14SV0003, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0003/2, 528825.00, 171075.00, 8698.60, /1HFB14SV0003, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0004/1, 529475.00, 169460.00, 8688.60, /1HFB14SV0004, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0004/2, 528825.00, 169460.00, 8698.60, /1HFB14SV0004, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0007/1, 529475.00, 166760.00, 8688.60, /1HFB14SV0007, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0007/2, 528825.00, 166760.00, 8698.60, /1HFB14SV0007, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0008/1, 529474.93, 163749.98, 8688.60, /1HFB14SV0008, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0008/2, 528834.93, 163749.98, 8698.60, /1HFB14SV0008, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0005/1, 529875.00, 161160.00, 8688.60, /1HFB14SV0005, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0005/2, 529225.00, 161160.00, 8698.60, /1HFB14SV0005, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0009/1, 530548.52, 176375.00, 8688.60, /1HFB14SV0009, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0009/2, 530548.52, 175925.00, 8698.60, /1HFB14SV0009, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0058/1, 531109.00, 176722.00, 8688.60, /1HFB14SV0058, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0058/2, 531491.00, 176722.00, 8698.60, /1HFB14SV0058, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0017/1, 530800.00, 177716.88, 8550.00, /1HFB14SV0017, /1HFB1404ZL-, 14, Support Type 7 - Fire Damper Wall Support 2, 45062_MWG_DR_00080_40008_Support_Type_7, 2, No, S. Pinnock
/1HFB14SV0017/2, 531800.00, 177716.88, 8550.00, /1HFB14SV0017, /1HFB1404ZL-, 14, Support Type 7 - Fire Damper Wall Support 2, 45062_MWG_DR_00080_40008_Support_Type_7, 2, No, S. Pinnock
/1HFB14SV0011/1, 532550.00, 176375.00, 8690.00, /1HFB14SV0011, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0011/2, 532550.00, 175925.00, 8699.60, /1HFB14SV0011, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0010/1, 534148.52, 176475.00, 8690.00, /1HFB14SV0010, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB14SV0010/2, 534148.52, 175825.00, 8699.60, /1HFB14SV0010, /1HFB1404ZL-, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0095/1, 539880.00, 173766.00, 13140.00, /1HFB19SV0095, /1HFB1903ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0095/2, 538930.00, 173766.00, 13140.00, /1HFB19SV0095, /1HFB1903ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0096/1, 540469.00, 173525.00, 13140.00, /1HFB19SV0096, /1HFB1903ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0096/2, 540469.00, 172575.00, 13140.00, /1HFB19SV0096, /1HFB1903ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0097/1, 542541.50, 173525.00, 13140.00, /1HFB19SV0097, /1HFB1903ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0097/2, 542541.50, 172575.00, 13140.00, /1HFB19SV0097, /1HFB1903ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0022/1, 540220.00, 175331.29, 9210.00, /1HFB19SV0022, /1HFB1903ZL-, 19, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4, No, S. Pinnock
/1HFB19SV0022/2, 538600.00, 175331.29, 9210.00, /1HFB19SV0022, /1HFB1903ZL-, 19, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4, No, S. Pinnock
/1HFB19SV0022/3, 540212.30, 174520.00, 9210.00, /1HFB19SV0022, /1HFB1903ZL-, 19, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4, No, S. Pinnock
/1HFB19SV0022/4, 538600.00, 174520.00, 9210.00, /1HFB19SV0022, /1HFB1903ZL-, 19, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4, No, S. Pinnock
/1HFB19SV0109/1, 537125.50, 172520.00, 9210.00, /1HFB19SV0109, /1HFB1903ZL-, 19, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4, No, S. Pinnock
/1HFB19SV0109/2, 535675.50, 172520.00, 9210.00, /1HFB19SV0109, /1HFB1903ZL-, 19, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4, No, S. Pinnock
/1HFB19SV0109/3, 537125.50, 173580.00, 9210.00, /1HFB19SV0109, /1HFB1903ZL-, 19, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4, No, S. Pinnock
/1HFB19SV0109/4, 535675.50, 173580.00, 9210.00, /1HFB19SV0109, /1HFB1903ZL-, 19, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4, No, S. Pinnock
/1HFB19SV0024/1, 535536.00, 172575.00, 13140.00, /1HFB19SV0024, /1HFB1903ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0024/2, 535536.00, 173525.00, 13140.00, /1HFB19SV0024, /1HFB1903ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0094/1, 534454.00, 173625.00, 13140.00, /1HFB19SV0094, /1HFB1904ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0094/2, 534454.00, 172475.00, 13140.00, /1HFB19SV0094, /1HFB1904ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0025/1, 532475.00, 173939.00, 13140.00, /1HFB19SV0025, /1HFB1904ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0025/2, 533425.00, 173939.00, 13140.00, /1HFB19SV0025, /1HFB1904ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0026/1, 532475.00, 175689.00, 13140.00, /1HFB19SV0026, /1HFB1904ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0026/2, 533425.00, 175689.00, 13140.00, /1HFB19SV0026, /1HFB1904ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0027/1, 531500.00, 177735.00, 12975.00, /1HFB19SV0027, /1HFB1904ZL-, 19, Support Type 5 - Wall Support Cantilever 2, 45062_MWG_DR_00080_40005_Support_Type_5, 2, No, S. Pinnock
/1HFB19SV0028/1, 530725.00, 177735.00, 12975.00, /1HFB19SV0028, /1HFB1904ZL-, 19, Support Type 5 - Wall Support Cantilever 2, 45062_MWG_DR_00080_40005_Support_Type_5, 2, No, S. Pinnock
/1HFB19SV0001/1, 528660.00, 177592.00, 9756.00, /1HFB19SV0001, /1HFB1904ZL-, 19, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, No, S. Pinnock
/1HFB19SV0001/2, 528660.00, 176832.00, 9756.00, /1HFB19SV0001, /1HFB1904ZL-, 19, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, No, S. Pinnock
/1HFB19SV0081/1, 534465.00, 177500.00, 13140.00, /1HFB19SV0081, /1HFB1904ZL-, 19, Support Type 7 - Fire Damper Wall Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 1, No, S. Pinnock
/1HFB19SV0081/2, 533915.00, 177500.00, 13140.00, /1HFB19SV0081, /1HFB1904ZL-, 19, Support Type 7 - Fire Damper Wall Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 1, No, S. Pinnock
/1HFB19SV0002/1, 533915.00, 176850.00, 13140.00, /1HFB19SV0002, /1HFB1904ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 3, No, S. Pinnock
/1HFB19SV0002/2, 534415.00, 176850.00, 13150.00, /1HFB19SV0002, /1HFB1904ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 3, No, S. Pinnock
/1HFB19SV0003/1, 534975.00, 178215.00, 12975.00, /1HFB19SV0003, /1HFB1901ZL-, 19, Support Type 5 - Wall Support Cantilever 2, 45062_MWG_DR_00080_40005_Support_Type_5, 2, No, S. Pinnock
/1HFB19SV0018/1, 535332.30, 178210.00, 13566.00, /1HFB19SV0018, /1HFB1901ZL-, 19, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, No, S. Pinnock
/1HFB19SV0018/2, 535667.70, 178210.00, 13566.00, /1HFB19SV0018, /1HFB1901ZL-, 19, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, No, S. Pinnock
/1HFB19SV0004/1, 529575.00, 175675.00, 13140.00, /1HFB19SV0004, /1HFB1904ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0004/2, 529125.00, 175675.00, 13150.00, /1HFB19SV0004, /1HFB1904ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0010/1, 529575.00, 173075.00, 13140.00, /1HFB19SV0010, /1HFB1904ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0010/2, 529125.00, 173075.00, 13150.00, /1HFB19SV0010, /1HFB1904ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0007/1, 529575.00, 164675.00, 13140.00, /1HFB19SV0007, /1HFB1906ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0007/2, 529125.00, 164675.00, 13150.00, /1HFB19SV0007, /1HFB1906ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0006/1, 529575.00, 160725.00, 13140.00, /1HFB19SV0006, /1HFB1904ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
/1HFB19SV0006/2, 529125.00, 160725.00, 13150.00, /1HFB19SV0006, /1HFB1904ZL-, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, No, S. Pinnock
