Support Name, Line Number,Support Type, Support Data Sheet, Data Page,Room, Level, Wrap, Fire Rating, AFC, Approved, A, B, C, D, E
/1HFA04SV0048, /1DVF7203GL-, Support Type 7 - Fire Damper Wall Support 3, 45062_MWG_DR_00080_40008_Support_Type_7, 3,/1HFA0402ZL-, 04, Yes, EIS, No, Yes, 900, 900
/1HFB04SV0045, /1DVF7223GL-, Support Type 7 - Fire Damper Wall Support 3, 45062_MWG_DR_00080_40008_Support_Type_7, 3,/1HFB0402ZL-, 04, Yes, EIS, No, Yes, 900, 900
/1HFA10SV0063, /1DVF7302GL-, Support Type 7 - Fire Damper Wall Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 1,/1HFA1001ZL-, 10, Yes, EIS, No, Yes, 900, 900
/1HFB10SV0059, /1DVF7327GL-, Support Type 7 - Fire Damper Wall Support 3, 45062_MWG_DR_00080_40008_Support_Type_7, 3,/1HFB1003ZL-, 10, No, No, No, Yes, 1400, 1400
/1HFB10SV0058, /1DVF7329GL-, Support Type 7 - Fire Damper Wall Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 1,/1HFB1003ZL-, 10, Yes, EIS, No, Yes, 900, 900
/1HFA04SV0055, /1DVF8205GL-, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4,/1HFA0405ZL-, 04, Yes, EIS, No, Yes, 700, 250
/1HFB04SV0076, /1DVF8229GL-, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4,/1HFB0405ZL-, 04, Yes, EIS, Yes, No, 400, 450
/1HFA10SV0066, /1DVF8302GL-, Support Type 7 - Fire Damper Wall Support 2, 45062_MWG_DR_00080_40008_Support_Type_7, 5,/1HFA1001ZL-, 10, Yes, EIS, No, Yes, 400, 450
/1HFB10SV0043, /1DVF8329GL-, Support Type 7 - Fire Damper Vertical Floor Support 2, 45062_MWG_DR_00080_40008_Support_Type_7, 5,/1HFB1004ZL-, 10, Yes, EIS, No, Yes, 400, 450
/1HFB10SV0057, /1DVF8329GL-, Support Type 7 - Fire Damper Wall Support 2, 45062_MWG_DR_00080_40008_Support_Type_7, 2,/1HFB1001ZL-, 10, Yes, EIS, No, Yes, 450, 400
