Plate Name, Support Name, Plate Length, Plate Width, Plate Thickness, Line Number, Support Room, Room Description, Level, Support Type, Data Sheet, Sheet, Designer
/1HFB10SV0052/1, /1HFB10SV0052, 300, 150, 10, /1DVF2322GL-, /1HFB1001ZL-, Firefighting Lobby, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB10SV0052/2, /1HFB10SV0052, 300, 150, 10, /1DVF2322GL-, /1HFB1001ZL-, Firefighting Lobby, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB10SV0054/1, /1HFB10SV0054, 300, 150, 10, /1DVF2322GL-, /1HFB1001ZL-, Firefighting Lobby, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB10SV0054/2, /1HFB10SV0054, 300, 150, 10, /1DVF2322GL-, /1HFB1001ZL-, Firefighting Lobby, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB10SV0103/1, /1HFB10SV0103, 300, 150, 10, /1DVF2322GL-, /1HFB1001ZL-, Firefighting Lobby, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB10SV0103/2, /1HFB10SV0103, 300, 150, 10, /1DVF2322GL-, /1HFB1001ZL-, Firefighting Lobby, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB10SV0053/1, /1HFB10SV0053, 300, 150, 10, /1DVF2322GL-, /1HFB1001ZL-, Firefighting Lobby, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB10SV0053/2, /1HFB10SV0053, 300, 150, 10, /1DVF2322GL-, /1HFB1001ZL-, Firefighting Lobby, 10, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB10SV0055/1, /1HFB10SV0055, 250, 250, 10, /1DVF2322GL-, /1HFB1001ZL-, Firefighting Lobby, 10, Support Type 7 - Fire Damper Wall Support 2, 45062_MWG_DR_00080_40008_Support_Type_7, 2, S. Pinnock
/1HFB10SV0055/2, /1HFB10SV0055, 250, 250, 10, /1DVF2322GL-, /1HFB1001ZL-, Firefighting Lobby, 10, Support Type 7 - Fire Damper Wall Support 2, 45062_MWG_DR_00080_40008_Support_Type_7, 2, S. Pinnock
/1HFB14SV0023/1, /1HFB14SV0023, 250, 150, 10, /1DVF2401GL-, /1HFB1403ZL-, HVAC Room, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0023/2, /1HFB14SV0023, 250, 150, 10, /1DVF2401GL-, /1HFB1403ZL-, HVAC Room, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0024/1, /1HFB14SV0024, 250, 150, 10, /1DVF2401GL-, /1HFB1403ZL-, HVAC Room, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0024/2, /1HFB14SV0024, 250, 150, 10, /1DVF2401GL-, /1HFB1403ZL-, HVAC Room, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0025/1, /1HFB14SV0025, 250, 150, 10, /1DVF2401GL-, /1HFB1403ZL-, HVAC Room, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0025/2, /1HFB14SV0025, 250, 150, 10, /1DVF2401GL-, /1HFB1403ZL-, HVAC Room, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0044/1, /1HFB14SV0044, 250, 250, 5, /1DVF2404GL-, /1HFB1403ZL-, HVAC Room, 14, Support Type 6 - Vertical Duct Floor Support, 45062_MWG_DR_00080_70001_Support_Type_6, 2, S. Pinnock
/1HFB14SV0044/2, /1HFB14SV0044, 250, 250, 5, /1DVF2404GL-, /1HFB1403ZL-, HVAC Room, 14, Support Type 6 - Vertical Duct Floor Support, 45062_MWG_DR_00080_70001_Support_Type_6, 2, S. Pinnock
/1HFB14SV0044/3, /1HFB14SV0044, 250, 250, 5, /1DVF2404GL-, /1HFB1403ZL-, HVAC Room, 14, Support Type 6 - Vertical Duct Floor Support, 45062_MWG_DR_00080_70001_Support_Type_6, 2, S. Pinnock
/1HFB14SV0044/4, /1HFB14SV0044, 250, 250, 10, /1DVF2404GL-, /1HFB1403ZL-, HVAC Room, 14, Support Type 6 - Vertical Duct Floor Support, 45062_MWG_DR_00080_70001_Support_Type_6, 2, S. Pinnock
/1HFB14SV0021/1, /1HFB14SV0021, 250, 300, 10, /1DVF2405GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, S. Pinnock
/1HFB14SV0021/2, /1HFB14SV0021, 250, 300, 10, /1DVF2405GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, S. Pinnock
/1HFB14SV0022/1, /1HFB14SV0022, 250, 300, 10, /1DVF2405GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, S. Pinnock
/1HFB14SV0022/2, /1HFB14SV0022, 250, 300, 10, /1DVF2405GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, S. Pinnock
/1HFB14SV0002/1, /1HFB14SV0002, 250, 150, 10, /1DVF2406GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0002/2, /1HFB14SV0002, 250, 150, 10, /1DVF2406GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0006/1, /1HFB14SV0006, 250, 150, 10, /1DVF2406GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0006/2, /1HFB14SV0006, 250, 150, 10, /1DVF2406GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0003/1, /1HFB14SV0003, 250, 150, 10, /1DVF2406GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0003/2, /1HFB14SV0003, 250, 150, 10, /1DVF2406GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0004/1, /1HFB14SV0004, 250, 150, 10, /1DVF2406GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0004/2, /1HFB14SV0004, 250, 150, 10, /1DVF2406GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0007/1, /1HFB14SV0007, 250, 150, 10, /1DVF2406GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0007/2, /1HFB14SV0007, 250, 150, 10, /1DVF2406GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0008/1, /1HFB14SV0008, 250, 150, 10, /1DVF2406GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0008/2, /1HFB14SV0008, 250, 150, 10, /1DVF2406GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0005/1, /1HFB14SV0005, 250, 150, 10, /1DVF2406GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0005/2, /1HFB14SV0005, 250, 150, 10, /1DVF2406GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0009/1, /1HFB14SV0009, 250, 150, 10, /1DVF2412GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0009/2, /1HFB14SV0009, 250, 150, 10, /1DVF2412GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0058/1, /1HFB14SV0058, 250, 150, 10, /1DVF2412GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0058/2, /1HFB14SV0058, 250, 150, 10, /1DVF2412GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0017/1, /1HFB14SV0017, 250, 250, 10, /1DVF2412GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 7 - Fire Damper Wall Support 2, 45062_MWG_DR_00080_40008_Support_Type_7, 2, S. Pinnock
/1HFB14SV0017/2, /1HFB14SV0017, 250, 250, 10, /1DVF2412GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 7 - Fire Damper Wall Support 2, 45062_MWG_DR_00080_40008_Support_Type_7, 2, S. Pinnock
/1HFB14SV0011/1, /1HFB14SV0011, 250, 150, 10, /1DVF2413GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0011/2, /1HFB14SV0011, 250, 150, 10, /1DVF2413GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0010/1, /1HFB14SV0010, 250, 150, 10, /1DVF2413GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB14SV0010/2, /1HFB14SV0010, 250, 150, 10, /1DVF2413GL-, /1HFB1404ZL-, Cable deck, 14, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0095/1, /1HFB19SV0095, 250, 150, 10, /1DVF2501GL-, /1HFB1903ZL-, HVAC Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0095/2, /1HFB19SV0095, 250, 150, 10, /1DVF2501GL-, /1HFB1903ZL-, HVAC Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0096/1, /1HFB19SV0096, 250, 150, 10, /1DVF2501GL-, /1HFB1903ZL-, HVAC Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0096/2, /1HFB19SV0096, 250, 150, 10, /1DVF2501GL-, /1HFB1903ZL-, HVAC Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0097/1, /1HFB19SV0097, 250, 150, 10, /1DVF2501GL-, /1HFB1903ZL-, HVAC Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0097/2, /1HFB19SV0097, 250, 150, 10, /1DVF2501GL-, /1HFB1903ZL-, HVAC Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0022/1, /1HFB19SV0022, 250, 250, 10, /1DVF2502GL-, /1HFB1903ZL-, HVAC Room, 19, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4, S. Pinnock
/1HFB19SV0022/2, /1HFB19SV0022, 250, 250, 10, /1DVF2502GL-, /1HFB1903ZL-, HVAC Room, 19, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4, S. Pinnock
/1HFB19SV0022/3, /1HFB19SV0022, 250, 250, 10, /1DVF2502GL-, /1HFB1903ZL-, HVAC Room, 19, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4, S. Pinnock
/1HFB19SV0022/4, /1HFB19SV0022, 250, 250, 10, /1DVF2502GL-, /1HFB1903ZL-, HVAC Room, 19, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4, S. Pinnock
/1HFB19SV0109/1, /1HFB19SV0109, 250, 250, 10, /1DVF2506GL-, /1HFB1903ZL-, HVAC Room, 19, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4, S. Pinnock
/1HFB19SV0109/2, /1HFB19SV0109, 250, 250, 10, /1DVF2506GL-, /1HFB1903ZL-, HVAC Room, 19, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4, S. Pinnock
/1HFB19SV0109/3, /1HFB19SV0109, 250, 250, 10, /1DVF2506GL-, /1HFB1903ZL-, HVAC Room, 19, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4, S. Pinnock
/1HFB19SV0109/4, /1HFB19SV0109, 250, 250, 10, /1DVF2506GL-, /1HFB1903ZL-, HVAC Room, 19, Support Type 7 - Fire Damper Vertical Floor Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 4, S. Pinnock
/1HFB19SV0024/1, /1HFB19SV0024, 250, 150, 10, /1DVF2506GL-, /1HFB1903ZL-, HVAC Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0024/2, /1HFB19SV0024, 250, 150, 10, /1DVF2506GL-, /1HFB1903ZL-, HVAC Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0094/1, /1HFB19SV0094, 250, 150, 10, /1DVF2506GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0094/2, /1HFB19SV0094, 250, 150, 10, /1DVF2506GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0025/1, /1HFB19SV0025, 250, 150, 10, /1DVF2506GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0025/2, /1HFB19SV0025, 250, 150, 10, /1DVF2506GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0026/1, /1HFB19SV0026, 250, 150, 10, /1DVF2506GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0026/2, /1HFB19SV0026, 250, 150, 10, /1DVF2506GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0027/1, /1HFB19SV0027, 250, 300, 15, /1DVF2506GL-, /1HFB1904ZL-, I&C Relay Room, 19,  Support Type 5 - Wall Support Cantilever, 45062_MWG_DR_00080_40005_Support_Type_5, 2, S. Pinnock
/1HFB19SV0028/1, /1HFB19SV0028, 250, 300, 15, /1DVF2509GL-, /1HFB1904ZL-, I&C Relay Room, 19,  Support Type 5 - Wall Support Cantilever, 45062_MWG_DR_00080_40005_Support_Type_5, 2, S. Pinnock
/1HFB19SV0001/1, /1HFB19SV0001, 250, 300, 10, /1DVF2509GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, S. Pinnock
/1HFB19SV0001/2, /1HFB19SV0001, 250, 300, 10, /1DVF2509GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, S. Pinnock
/1HFB19SV0081/1, /1HFB19SV0081, 250, 150, 10, /1DVF2510GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 7 - Fire Damper Wall Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 1, S. Pinnock
/1HFB19SV0081/2, /1HFB19SV0081, 250, 150, 10, /1DVF2510GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 7 - Fire Damper Wall Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 1, S. Pinnock
/1HFB19SV0002/1, /1HFB19SV0002, 250, 150, 10, /1DVF2510GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 3, S. Pinnock
/1HFB19SV0002/2, /1HFB19SV0002, 250, 150, 10, /1DVF2510GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 3, S. Pinnock
/1HFB19SV0003/1, /1HFB19SV0003, 250, 300, 15, /1DVF2510GL-, /1HFB1901ZL-, Firefighting Lobby, 19,  Support Type 5 - Wall Support Cantilever, 45062_MWG_DR_00080_40005_Support_Type_5, 2, S. Pinnock
/1HFB19SV0018/1, /1HFB19SV0018, 250, 250, 10, /1DVF2510GL-, /1HFB1901ZL-, Firefighting Lobby, 19, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, S. Pinnock
/1HFB19SV0018/2, /1HFB19SV0018, 250, 250, 10, /1DVF2510GL-, /1HFB1901ZL-, Firefighting Lobby, 19, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, S. Pinnock
/1HFB19SV0004/1, /1HFB19SV0004, 250, 150, 10, /1DVF2519GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0004/2, /1HFB19SV0004, 250, 150, 10, /1DVF2519GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0010/1, /1HFB19SV0010, 250, 150, 10, /1DVF2519GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0010/2, /1HFB19SV0010, 250, 150, 10, /1DVF2519GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0007/1, /1HFB19SV0007, 250, 150, 10, /1DVF2519GL-, /1HFB1906ZL-, Instrumentation Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0007/2, /1HFB19SV0007, 250, 150, 10, /1DVF2519GL-, /1HFB1906ZL-, Instrumentation Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0006/1, /1HFB19SV0006, 250, 150, 10, /1DVF2519GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0006/2, /1HFB19SV0006, 250, 150, 10, /1DVF2519GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0005/1, /1HFB19SV0005, 250, 150, 10, /1DVF2519GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0005/2, /1HFB19SV0005, 250, 150, 10, /1DVF2519GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0009/1, /1HFB19SV0009, 250, 150, 10, /1DVF2519GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0009/2, /1HFB19SV0009, 250, 150, 10, /1DVF2519GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0008/1, /1HFB19SV0008, 250, 150, 10, /1DVF2519GL-, /1HFB1906ZL-, Instrumentation Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0008/2, /1HFB19SV0008, 250, 150, 10, /1DVF2519GL-, /1HFB1906ZL-, Instrumentation Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0011/1, /1HFB19SV0011, 250, 250, 10, /1DVF2522GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, S. Pinnock
/1HFB19SV0011/2, /1HFB19SV0011, 250, 250, 10, /1DVF2522GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 9 - Vertical Duct Wall Support, 45062_MWG_DR_00080_40009_Support_Type_9, 1, S. Pinnock
/1HFB19SV0012/1, /1HFB19SV0012, 250, 150, 10, /1DVF2522GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0012/2, /1HFB19SV0012, 250, 150, 10, /1DVF2522GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0013/1, /1HFB19SV0013, 250, 150, 10, /1DVF2522GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0013/2, /1HFB19SV0013, 250, 150, 10, /1DVF2522GL-, /1HFB1904ZL-, I&C Relay Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0014/1, /1HFB19SV0014, 250, 150, 10, /1DVF2530GL-, /1HFB1906ZL-, Instrumentation Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0014/2, /1HFB19SV0014, 250, 150, 10, /1DVF2530GL-, /1HFB1906ZL-, Instrumentation Room, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0015/1, /1HFB19SV0015, 250, 150, 10, /1DVF2550GL-, /1HFB1901ZL-, Firefighting Lobby, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0015/2, /1HFB19SV0015, 250, 150, 10, /1DVF2550GL-, /1HFB1901ZL-, Firefighting Lobby, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0016/1, /1HFB19SV0016, 250, 150, 10, /1DVF2550GL-, /1HFB1901ZL-, Firefighting Lobby, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0016/2, /1HFB19SV0016, 250, 150, 10, /1DVF2550GL-, /1HFB1901ZL-, Firefighting Lobby, 19, Support Type 2 - Ceiling Support, 45062_MWG_DR_00080_40002_Support_Type_2, 1, S. Pinnock
/1HFB19SV0074/1, /1HFB19SV0074, 250, 250, 10, /1DVF2550GL-, /1HFB1901ZL-, Firefighting Lobby, 19, Support Type 7 - Fire Damper Wall Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 1, S. Pinnock
/1HFB19SV0074/2, /1HFB19SV0074, 250, 250, 10, /1DVF2550GL-, /1HFB1901ZL-, Firefighting Lobby, 19, Support Type 7 - Fire Damper Wall Support 1, 45062_MWG_DR_00080_40008_Support_Type_7, 1, S. Pinnock
/1HFB23SV0018/1, /1HFB23SV0018, 305, 305, 25, /1DVF2601GL-, /1HFB2303ZL-, Roof Top, 23, Support Type 6 - Horizontal Duct Floor Support, 45062_MWG_DR_00080_70001_Support_Type_6, 1, S. Pinnock
/1HFB23SV0018/2, /1HFB23SV0018, 305, 305, 25, /1DVF2601GL-, /1HFB2303ZL-, Roof Top, 23, Support Type 6 - Horizontal Duct Floor Support, 45062_MWG_DR_00080_70001_Support_Type_6, 1, S. Pinnock
/1HFB23SV0017/1, /1HFB23SV0017, 305, 305, 25, /1DVF2601GL-, /1HFB2303ZL-, Roof Top, 23, Support Type 6 - Horizontal Duct Floor Support, 45062_MWG_DR_00080_70001_Support_Type_6, 1, S. Pinnock
/1HFB23SV0017/2, /1HFB23SV0017, 305, 305, 25, /1DVF2601GL-, /1HFB2303ZL-, Roof Top, 23, Support Type 6 - Horizontal Duct Floor Support, 45062_MWG_DR_00080_70001_Support_Type_6, 1, S. Pinnock
/1HFB23SV0015/1, /1HFB23SV0015, 305, 305, 25, /1DVF2601GL-, /1HFB2303ZL-, Roof Top, 23, Support Type 6 - Horizontal Duct Floor Support, 45062_MWG_DR_00080_70001_Support_Type_6, 1, S. Pinnock
/1HFB23SV0015/2, /1HFB23SV0015, 305, 305, 25, /1DVF2601GL-, /1HFB2303ZL-, Roof Top, 23, Support Type 6 - Horizontal Duct Floor Support, 45062_MWG_DR_00080_70001_Support_Type_6, 1, S. Pinnock
