Ref. No., Name, Type, System, Line Number, System Description, Inlet Bore, Outlet Bore, Pipe Length, Material, Detailed Description, Room, Room Description, Level, Building, File Reference
36826/9512, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 1117, Copper,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
36826/9515, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
36826/9515, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 4807, Copper,SCH 40 PIPE ASME B36.10,/1HFA2301ZL- /1HFA1904ZL-, Roof Top, 23,  1HF Building, NA
36826/9519, NA, ELBO, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9520, NA, ELBO, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9520, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 104, Copper,SCH 40 PIPE ASME B36.10,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9521, NA, ELBO, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9521, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 62, Copper,SCH 40 PIPE ASME B36.10,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9522, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9522, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 210, Copper,SCH 40 PIPE ASME B36.10,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9523, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9523, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 106, Copper,SCH 40 PIPE ASME B36.10,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9524, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9524, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 1522, Copper,SCH 40 PIPE ASME B36.10,/1HFA1404ZL- /1HFA1904ZL-, Cable deck, 14,  1HF Building, NA
36826/9526, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9526, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 1050, Copper,SCH 40 PIPE ASME B36.10,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9527, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9527, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 2455, Copper,SCH 40 PIPE ASME B36.10,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9528, NA, ELBO, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9529, NA, ELBO, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9529, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 104, Copper,SCH 40 PIPE ASME B36.10,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9530, NA, ELBO, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9530, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 100, Copper,SCH 40 PIPE ASME B36.10,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9531, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9531, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 210, Copper,SCH 40 PIPE ASME B36.10,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9532, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9532, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 144, Copper,SCH 40 PIPE ASME B36.10,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9533, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9533, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 647, Copper,SCH 40 PIPE ASME B36.10,/1HFA1004ZL- /1HFA1404ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9535, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9535, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 2410, Copper,SCH 40 PIPE ASME B36.10,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9563, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9563, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 1160, Copper,SCH 40 PIPE ASME B36.10,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9564, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9564, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 1069, Copper,SCH 40 PIPE ASME B36.10,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9536, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9536, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 260, Copper,SCH 40 PIPE ASME B36.10,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9537, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9537, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 250, Copper,SCH 40 PIPE ASME B36.10,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9538, NA, ELBO, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9538, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 132, Copper,SCH 40 PIPE ASME B36.10,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9539, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9539, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 1110, Copper,SCH 40 PIPE ASME B36.10,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9540, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9540, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 90, Copper,SCH 40 PIPE ASME B36.10,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9541, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9541, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 3003, Copper,SCH 40 PIPE ASME B36.10,/1HFA0405ZL- /1HFA1004ZL-, Cable deck  Battery Room Roof, 04,  1HF Building, NA
36826/9543, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA0405ZL-, Cable deck  Battery Room Roof, 04,  1HF Building, NA
36826/9543, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 309, Copper,SCH 40 PIPE ASME B36.10,/1HFA0404ZL- /1HFA0405ZL-, Cable deck, 04,  1HF Building, NA
36826/9544, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA0404ZL-, Cable deck, 04,  1HF Building, NA
36826/9544, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 2780, Copper,SCH 40 PIPE ASME B36.10,/1HFA0404ZL-, Cable deck, 04,  1HF Building, NA
36826/9545, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA0404ZL-, Cable deck, 04,  1HF Building, NA
36826/9545, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 1620, Copper,SCH 40 PIPE ASME B36.10,/1HFA0404ZL-, Cable deck, 04,  1HF Building, NA
36826/9546, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA0404ZL-, Cable deck, 04,  1HF Building, NA
36826/9546, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 1817, Copper,SCH 40 PIPE ASME B36.10,/1HFA0404ZL-, Cable deck, 04,  1HF Building, NA
36826/9547, NA, ELBO, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA0404ZL-, Cable deck, 04,  1HF Building, NA
36826/9548, NA, ELBO, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA0404ZL-, Cable deck, 04,  1HF Building, NA
36826/9548, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 104, Copper,SCH 40 PIPE ASME B36.10,/1HFA0404ZL-, Cable deck, 04,  1HF Building, NA
36826/9549, NA, ELBO, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA0404ZL-, Cable deck, 04,  1HF Building, NA
36826/9549, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 100, Copper,SCH 40 PIPE ASME B36.10,/1HFA0404ZL-, Cable deck, 04,  1HF Building, NA
36826/9550, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA0404ZL-, Cable deck, 04,  1HF Building, NA
36826/9550, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 210, Copper,SCH 40 PIPE ASME B36.10,/1HFA0404ZL-, Cable deck, 04,  1HF Building, NA
36826/9551, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA0404ZL-, Cable deck, 04,  1HF Building, NA
36826/9551, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 144, Copper,SCH 40 PIPE ASME B36.10,/1HFA0404ZL-, Cable deck, 04,  1HF Building, NA
36826/9552, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA0404ZL-, Cable deck, 04,  1HF Building, NA
36826/9552, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 832, Copper,SCH 40 PIPE ASME B36.10,/1HFA0A04ZL- /1HFA0404ZL-, Mechanical Gallery 9HGM, 0A,  1HF Building, NA
36826/9554, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA0A04ZL-, Mechanical Gallery 9HGM, 0A,  1HF Building, NA
36826/9554, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 1618, Copper,SCH 40 PIPE ASME B36.10,/1HFA0A03ZL- /1HFA0A04ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 0A,  1HF Building, NA
36826/9556, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 0A,  1HF Building, NA
36826/9556, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 2456, Copper,SCH 40 PIPE ASME B36.10,/1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 0A,  1HF Building, NA
36826/9557, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 150, Copper,BEND ISO 4200,/1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 0A,  1HF Building, NA
36826/9557, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 1524, Copper,SCH 40 PIPE ASME B36.10,/1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 0A,  1HF Building, NA
36826/9558, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 0A,  1HF Building, NA
36826/9558, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 4035, Copper,SCH 40 PIPE ASME B36.10,/1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 0A,  1HF Building, NA
36826/9559, NA, ELBO, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 0A,  1HF Building, NA
36826/9559, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 24, Copper,SCH 40 PIPE ASME B36.10,/1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 0A,  1HF Building, NA
36826/9560, NA, ELBO, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 0A,  1HF Building, NA
36826/9560, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,SCH 40 PIPE ASME B36.10,/1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 0A,  1HF Building, NA
36826/9561, NA, BEND, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 0A,  1HF Building, NA
36826/9561, NA, PIPE, 1DVF, /1DVF1141TY-, 1HFA DX Air Conditioning System, 22, 22, 200, Copper,SCH 40 PIPE ASME B36.10,/1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 0A,  1HF Building, NA
36826/9447, ileave tube of /1DVF1142TYB0001, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 168, Copper,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
36826/9448, NA, BEND, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
36826/9448, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 400, Copper,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
36826/9449, NA, BEND, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
36826/9449, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 446, Copper,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
36826/9450, NA, BEND, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
36826/9450, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 4769, Copper,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
36826/9451, NA, BEND, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
36826/9451, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 2629, Copper,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
36826/9452, NA, BEND, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
36826/9452, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 1227, Copper,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
36826/9455, NA, BEND, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
36826/9455, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 4807, Copper,SCH 40 PIPE ASME B36.10,/1HFA2301ZL- /1HFA1904ZL-, Roof Top, 23,  1HF Building, NA
36826/9459, NA, ELBO, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9460, NA, ELBO, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9460, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 104, Copper,SCH 40 PIPE ASME B36.10,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9461, NA, ELBO, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9461, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 62, Copper,SCH 40 PIPE ASME B36.10,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9462, NA, BEND, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9462, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 210, Copper,SCH 40 PIPE ASME B36.10,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9463, NA, BEND, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9463, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 106, Copper,SCH 40 PIPE ASME B36.10,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9464, NA, BEND, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1904ZL-, I&C Relay Room, 19,  1HF Building, NA
36826/9464, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 1432, Copper,SCH 40 PIPE ASME B36.10,/1HFA1404ZL- /1HFA1904ZL-, Cable deck, 14,  1HF Building, NA
36826/9466, NA, BEND, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9466, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 1050, Copper,SCH 40 PIPE ASME B36.10,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9467, NA, BEND, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9467, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 2545, Copper,SCH 40 PIPE ASME B36.10,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9468, NA, ELBO, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9469, NA, ELBO, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9469, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 104, Copper,SCH 40 PIPE ASME B36.10,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9470, NA, ELBO, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 60, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9470, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 100, Copper,SCH 40 PIPE ASME B36.10,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9471, NA, BEND, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9471, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 210, Copper,SCH 40 PIPE ASME B36.10,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9472, NA, BEND, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9472, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 144, Copper,SCH 40 PIPE ASME B36.10,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9473, NA, BEND, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1404ZL-, Cable deck, 14,  1HF Building, NA
36826/9473, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 647, Copper,SCH 40 PIPE ASME B36.10,/1HFA1004ZL- /1HFA1404ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9567, NA, BEND, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9567, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 2410, Copper,SCH 40 PIPE ASME B36.10,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9477, NA, BEND, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 70, Copper,BEND ISO 4200,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
36826/9477, NA, PIPE, 1DVF, /1DVF1142TY-, 1HFA DX Air Conditioning System, 22, 22, 1160, Copper,SCH 40 PIPE ASME B36.10,/1HFA1004ZL-, HV/LV Switchgear Room, 10,  1HF Building, NA
