Ref. No., Name, Type, Part No., Line Number, Detailed Desc., Inlet L., Inlet W., Outlet L., Outlet W., Length, Insulation, Level, Room, Room Description, Building, Penetration Reference, Material, Fire Rating, Approved for Cons/Fab
28634/24967,NA, GASK, 13, /1DVF2550GL-, Rectangular Gasket, 300, 300, 300, 300, 3, 0, 19, /1HFB1901ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/18887,NA, STRT, 14, /1DVF2550GL-, Rectangular Straight, 300, 300, 300, 300, 291, 90, 19, /1HFB1901ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/24968,NA, GASK, 15, /1DVF2550GL-, Rectangular Gasket, 300, 300, 300, 300, 3, 0, 19, /1HFB1901ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/18891,/1DVF2553RA-, DAMP, 16, /1DVF2550GL-, Fire Damper, 300, 300, 300, 300, 300, 90, 19, /1HFB1901ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, No, No
28634/24969,NA, GASK, 17, /1DVF2550GL-, Rectangular Gasket, 300, 300, 300, 300, 3, 0, 19, /1HFB1901ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/18892,NA, STRT, 18, /1DVF2550GL-, Rectangular Straight, 300, 300, 300, 300, 650, 90, 19, /1HFB1901ZL- /1HFB1903ZL-, Firefighting Lobby, 1HF Building, /1HFB1907VBTV003, Stainless Steel 304L, No, No
20442/18892,NA, SKIR, 18, /1DVF2550GL-, Penetration Spool Plate, 300, 300, 850, 850, 6, 0, 19, /1HFB1901ZL-, Firefighting Lobby, 1HF Building, /1HFB1907VBTV003, Stainless Steel 304L, No, No
28634/24970,NA, GASK, 19, /1DVF2550GL-, Rectangular Gasket, 300, 300, 300, 300, 3, 0, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/68209,NA, STRT, 20, /1DVF2550GL-, Rectangular Straight, 300, 300, 300, 300, 75, 90, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/68210,NA, GASK, 21, /1DVF2550GL-, Rectangular Gasket, 300, 300, 300, 300, 3, 0, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/18893,/1DVF2553BW-, MESH, 22, /1DVF2550GL-, Supply Air Grille - Double Deflection , 300, 300, 300, 300, 10, 0, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, NA, Extruded Aluminium, No, No
28634/24971,NA, GASK, 1, /1DVF2551GL-, Rectangular Gasket, 150, 100, 150, 100, 3, 0, 19, /1HFB1901ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/4398,/1DVF2551BW-, MESH, 2, /1DVF2551GL-, Supply Air Grille - Double Deflection with Damper, 150, 100, 150, 100, 10, 0, 19, /1HFB1901ZL-, Firefighting Lobby, 1HF Building, NA, Extruded Aluminium, No, No
28634/26747,/1DVF2699BH-, GRIL, 1, /1DVF2601GL-, Air Inlet Louvre, 1700, 800, 1700, 800, 247, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
20442/69920,NA, GASK, 2, /1DVF2601GL-, Rectangular Gasket, 1700, 800, 1700, 800, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, No, No
20442/69922,/1DVF2698BH-, GRIL, 3, /1DVF2601GL-, Air Inlet Louvre, 1700, 800, 1700, 800, 247, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
20442/69921,NA, GASK, 4, /1DVF2601GL-, Rectangular Gasket, 1700, 800, 1700, 800, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, No, No
20442/69818,NA, TAPE, 5, /1DVF2601GL-, Rectangular Taper, 1700, 800, 1700, 1250, 103, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
28634/26807,NA, GASK, 6, /1DVF2601GL-, Rectangular Gasket, 1700, 1250, 1700, 1250, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, No, No
28634/26799,NA, STRT, 7, /1DVF2601GL-, Rectangular Straight, 1700, 1250, 1700, 1250, 3000, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
28634/26799,/1DVF2601GLB0002T001, BRCO, 7, /1DVF2601GL-, Rectangular Boot Branch Connector, 1700, 1250, 1700, 1250, 300, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
28634/26799,/1DVF2601GLB0002T002, BRCO, 7, /1DVF2601GL-, Rectangular Boot Branch Connector, 1700, 1250, 1700, 1250, 300, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
28634/26800,NA, GASK, 8, /1DVF2601GL-, Rectangular Gasket, 1700, 1250, 1700, 1250, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, No, No
28634/26801,NA, STRT, 9, /1DVF2601GL-, Rectangular Straight, 1700, 1250, 1700, 1250, 462, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
28634/26801,NA, SKIR, 9, /1DVF2601GL-, Penetration Spool Plate, 1700, 1250, 2150, 1600, 6, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, /1HFB2306VBTV002, Stainless Steel 316L, No, No
20442/72514,NA, GASK, 10, /1DVF2601GL-, Rectangular Gasket, 1700, 1250, 1700, 1250, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, No, No
28634/26803,NA, STRT, 11, /1DVF2601GL-, Rectangular Straight, 1700, 1250, 1700, 1250, 100, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, /1HFB2306VBTV002, Stainless Steel 316L, No, No
20442/69817,/1DVF2601BH-, GRIL, 12, /1DVF2601GL-, Air Inlet Louvre, 1700, 800, 1700, 800, 247, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
20442/69815,NA, GASK, 13, /1DVF2601GL-, Rectangular Gasket, 1700, 800, 1700, 800, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, No, No
28634/25013,NA, GASK, 1, /1DVF2602GL-, Rectangular Gasket, 300, 300, 300, 300, 3, 0, 23, /1HFB2301ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/19432,/1DVF2610RA-, DAMP, 2, /1DVF2602GL-, Fire Damper, 300, 300, 300, 300, 300, 90, 23, /1HFB2301ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, No, No
28634/25014,NA, GASK, 3, /1DVF2602GL-, Rectangular Gasket, 300, 300, 300, 300, 3, 0, 23, /1HFB2301ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/6897,NA, STRT, 4, /1DVF2602GL-, Rectangular Straight, 300, 300, 300, 300, 1135, 90, 23, /1HFB2301ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/6897,/1DVF2602GLB0001T001, BRCO, 4, /1DVF2602GL-, Rectangular Boot Branch Connector, 300, 300, 300, 300, 75, 90, 23, /1HFB2301ZL-, Firefighting Lobby, 1HF Building, NA,  Stainless Steel 304L, No, No
28634/25015,NA, GASK, 5, /1DVF2602GL-, Rectangular Gasket, 300, 300, 300, 300, 3, 0, 23, /1HFB2301ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
28634/25035,NA, TAPE, 6, /1DVF2602GL-, Rectangular Taper, 300, 300, 250, 300, 350, 0, 23, /1HFB2301ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/25036,NA, GASK, 7, /1DVF2602GL-, Rectangular Gasket, 250, 300, 250, 300, 3, 0, 23, /1HFB2301ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/19433,NA, STRT, 8, /1DVF2602GL-, Rectangular Straight, 250, 300, 250, 300, 847, 90, 23, /1HFB2301ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/25016,NA, GASK, 9, /1DVF2602GL-, Rectangular Gasket, 250, 300, 250, 300, 3, 0, 23, /1HFB2301ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/30219,NA, STRT, 10, /1DVF2602GL-, Rectangular Straight, 250, 300, 250, 300, 550, 90, 23, /1HFB2301ZL- /1HFB2701ZL-, Firefighting Lobby, 1HF Building, /1HFB2701DBTV002, Stainless Steel 304L, No, No
20442/30219,NA, SKIR, 10, /1DVF2602GL-, Penetration Spool Plate, 250, 300, 750, 800, 6, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, /1HFB2701DBTV002, Stainless Steel 304L, No, No
28634/25017,NA, GASK, 1, /1DVF2603GL-, Rectangular Gasket, 150, 200, 150, 200, 3, 0, 23, /1HFB2301ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/4849,/1DVF2603RA-, DAMP, 2, /1DVF2603GL-, Volume Control Dampers, 200, 150, 200, 150, 200, 0, 23, /1HFB2301ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised steel, No, No
28634/25018,NA, GASK, 3, /1DVF2603GL-, Rectangular Gasket, 150, 200, 150, 200, 3, 0, 23, /1HFB2301ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/19997,/1DVF2604BW-, MESH, 4, /1DVF2603GL-, Supply Air Grille - Mesh, 150, 200, 150, 200, 10, 0, 23, /1HFB2301ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel, No, No
28634/25034,NA, GASK, 1, /1DVF2701GL-, Rectangular Gasket, 250, 300, 250, 300, 3, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/4864,/1DVF2701RA-, DAMP, 2, /1DVF2701GL-, Fire Damper, 300, 250, 300, 250, 300, 90, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, No, No
28634/25037,NA, GASK, 3, /1DVF2701GL-, Rectangular Gasket, 300, 250, 300, 250, 3, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/19445,NA, STRT, 4, /1DVF2701GL-, Rectangular Straight, 300, 250, 300, 250, 244, 90, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/25038,NA, GASK, 5, /1DVF2701GL-, Rectangular Gasket, 300, 250, 300, 250, 3, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/19446,NA, STRT, 6, /1DVF2701GL-, Rectangular Straight, 300, 250, 300, 250, 1200, 90, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/19446,/1DVF2701GLB0001T001, BRCO, 6, /1DVF2701GL-, Rectangular Boot Branch Connector, 250, 300, 250, 300, 75, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA,  Stainless Steel 304L, No, No
20442/19446,/1DVF2701GLB0001T002, BRCO, 6, /1DVF2701GL-, Rectangular Boot Branch Connector, 250, 300, 250, 300, 75, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA,  Stainless Steel 304L, No, No
28634/25039,NA, GASK, 7, /1DVF2701GL-, Rectangular Gasket, 200, 200, 200, 200, 3, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/19441,/1DVF2702RA-, DAMP, 8, /1DVF2701GL-, Volume Control Dampers, 200, 200, 200, 200, 200, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel, No, No
28634/25040,NA, GASK, 9, /1DVF2701GL-, Rectangular Gasket, 200, 200, 200, 200, 3, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/19450,NA, STRT, 10, /1DVF2701GL-, Rectangular Straight, 200, 200, 200, 200, 550, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/19450,/1DVF2701GLB0002T001, BRCO, 10, /1DVF2701GL-, Rectangular Boot Branch Connector, 200, 200, 200, 200, 75, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA,  Stainless Steel 304L, No, No
28634/25041,NA, GASK, 11, /1DVF2701GL-, Rectangular Gasket, 200, 200, 200, 200, 3, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/4876,/1DVF2703BW-, MESH, 12, /1DVF2701GL-, Supply Air Grille - Mesh, 200, 200, 200, 200, 10, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, No, No
28634/25084,NA, GASK, 1, /1DVF2706GL-, Rectangular Gasket, 200, 300, 200, 300, 3, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/4879,/1DVF2705RA-, DAMP, 2, /1DVF2706GL-, Volume Control Dampers, 300, 200, 300, 200, 200, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel, No, No
28634/25085,NA, GASK, 3, /1DVF2706GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/4880,NA, STRT, 4, /1DVF2706GL-, Rectangular Straight, 200, 300, 200, 300, 1200, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/25086,NA, GASK, 5, /1DVF2706GL-, Rectangular Gasket, 200, 300, 200, 300, 3, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/52098,NA, STRT, 6, /1DVF2706GL-, Rectangular Straight, 300, 200, 300, 200, 1200, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/25087,NA, GASK, 7, /1DVF2706GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/52101,NA, STRT, 8, /1DVF2706GL-, Rectangular Straight, 200, 300, 200, 300, 1010, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/25088,NA, GASK, 9, /1DVF2706GL-, Rectangular Gasket, 200, 300, 200, 300, 3, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
28634/11357,NA, BEND, 10, /1DVF2706GL-, Rectangular 90 degree Radiused Bend, 300, 200, 300, 200, 350, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/25089,NA, GASK, 11, /1DVF2706GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
28634/11358,NA, STRT, 12, /1DVF2706GL-, Rectangular Straight, 300, 200, 300, 200, 1200, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/25090,NA, GASK, 13, /1DVF2706GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
28634/11359,NA, STRT, 14, /1DVF2706GL-, Rectangular Straight, 300, 200, 300, 200, 1200, 90, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/25091,NA, GASK, 15, /1DVF2706GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/52096,NA, STRT, 16, /1DVF2706GL-, Rectangular Straight, 200, 300, 200, 300, 810, 90, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/25092,NA, GASK, 17, /1DVF2706GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/4881,/1DVF2706RA-, DAMP, 18, /1DVF2706GL-, Fire Damper, 300, 200, 300, 200, 300, 90, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, No, No
28634/25093,NA, GASK, 19, /1DVF2706GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
28634/11363,NA, STRT, 20, /1DVF2706GL-, Rectangular Straight, 300, 200, 300, 200, 550, 90, 27, /1HFB2701ZL- /1HFB2710ZL-, Firefighting Lobby, 1HF Building, /1HFB2708VB-/002, Stainless Steel 304L, No, No
28634/11363,NA, SKIR, 20, /1DVF2706GL-, Penetration Spool Plate, 300, 200, 770, 750, 6, 0, 27, /1HFB2701ZL-, Firefighting Lobby, 1HF Building, /1HFB2708VBTV003, Stainless Steel 304L, No, No
28634/25094,NA, GASK, 21, /1DVF2706GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 27, /1HFB2710ZL-, Lift, 1HF Building, NA, NA, No, No
20442/4883,/1DVF2706BW-, MESH, 22, /1DVF2706GL-, Supply Air Grille - Mesh, 300, 200, 300, 200, 10, 0, 27, /1HFB2710ZL-, Lift, 1HF Building, NA, Galvanised Steel, No, No
20442/20457,/1DVF3102BH-, MESH, 1, /1DVF3102GL-, Extract Air Grille - Mesh, 100, 100, 100, 100, 10, 90, 0A, /1HFA0A01ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, No, No
28634/24601,NA, GASK, 2, /1DVF3102GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 90, 0A, /1HFA0A01ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/4887,/1DVF3101RA-, DAMP, 3, /1DVF3102GL-, Fire Damper, 100, 100, 100, 100, 400, 90, 0A, /1HFA0A01ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, No, No
28634/24602,NA, GASK, 4, /1DVF3102GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 90, 0A, /1HFA0A01ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/4888,NA, STRT, 5, /1DVF3102GL-, Rectangular Straight, 100, 100, 100, 100, 550, 90, 0A, /1HFA0A01ZL- /1HFA0A03ZL-, Firefighting Lobby, 1HF Building, /1HFA0A06VBTV001, Stainless Steel 304L, No, Yes
20442/4888,NA, SKIR, 5, /1DVF3102GL-, Penetration Spool Plate, 100, 100, 650, 650, 6, 90, 0A, /1HFA0A01ZL-, Firefighting Lobby, 1HF Building, /1HFA0A06VBTV001, Stainless Steel 304L, No, Yes
28634/24604,NA, GASK, 6, /1DVF3102GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 90, 0A, /1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 1HF Building, NA, NA, No, No
20442/4889,/1DVF3102BW-, MESH, 7, /1DVF3102GL-, Supply Air Grille - Mesh, 100, 100, 100, 100, 10, 90, 0A, /1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 1HF Building, NA, Stainless Steel 304L, No, No
20442/20459,/1DVF3104BH-, MESH, 1, /1DVF3104GL-, Extract Air Grille - Mesh, 250, 200, 250, 200, 10, 90, 0A, /1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 1HF Building, NA, Stainless Steel 304L, No, No
28634/24605,NA, GASK, 2, /1DVF3104GL-, Rectangular Gasket, 250, 200, 250, 200, 3, 90, 0A, /1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 1HF Building, NA, NA, No, No
20442/4892,/1DVF3103RA-, DAMP, 3, /1DVF3104GL-, Fire Damper, 250, 200, 250, 200, 300, 90, 0A, /1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 1HF Building, NA, Stainless Steel 304L, No, No
28634/24606,NA, GASK, 4, /1DVF3104GL-, Rectangular Gasket, 250, 200, 250, 200, 3, 90, 0A, /1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 1HF Building, NA, NA, No, No
20442/4893,NA, STRT, 5, /1DVF3104GL-, Rectangular Straight, 250, 200, 250, 200, 650, 90, 0A, /1HFA0A03ZL- /1HGJ0A01ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 1HF Building, /1HFA0A07VBTV001, Stainless Steel 304L, No, Yes
20442/4893,NA, SKIR, 5, /1DVF3104GL-, Penetration Spool Plate, 250, 200, 800, 750, 6, 90, 0A, /1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 1HF Building, /1HFA0A07VBTV001, Stainless Steel 304L, No, Yes
28634/24607,NA, GASK, 6, /1DVF3104GL-, Rectangular Gasket, 250, 200, 250, 200, 3, 90, 0A, /1HGJ0A01ZL-, Unit 1: Connection between HGJ and HFA, 1HGJ Gallery, NA, NA, No, No
20442/68191,NA, STRT, 7, /1DVF3104GL-, Rectangular Straight, 250, 200, 250, 200, 75, 90, 0A, /1HGJ0A01ZL-, Unit 1: Connection between HGJ and HFA, 1HGJ Gallery, NA, Stainless Steel 304L, No, Yes
20442/68192,NA, GASK, 8, /1DVF3104GL-, Rectangular Gasket, 250, 200, 250, 200, 3, 90, 0A, /1HGJ0A01ZL-, Unit 1: Connection between HGJ and HFA, 1HGJ Gallery, NA, NA, No, No
20442/4894,/1DVF3104BW-, MESH, 9, /1DVF3104GL-, Supply Air Grille - Double Deflection with Damper, 250, 200, 250, 200, 10, 90, 0A, /1HGJ0A01ZL-, Unit 1: Connection between HGJ and HFA, 1HGJ Gallery, NA, Extruded Aluminium, No, No
20442/20458,/1DVF3106BH-, MESH, 1, /1DVF3106GL-, Extract Air Grille - Mesh, 200, 200, 200, 200, 10, 90, 0A, /1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 1HF Building, NA, Stainless Steel 304L, No, No
20442/61059,NA, GASK, 2, /1DVF3106GL-, Rectangular Gasket, 200, 200, 200, 200, 3, 90, 0A, /1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 1HF Building, NA, NA, No, No
20442/4898,NA, STRT, 3, /1DVF3106GL-, Rectangular Straight, 200, 200, 200, 200, 650, 90, 0A, /1HFA0A03ZL- /1HGT0A01ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 1HF Building, /1HFA0A07VBTV002, Stainless Steel 304L, No, Yes
20442/4898,NA, SKIR, 3, /1DVF3106GL-, Penetration Spool Plate, 200, 200, 665, 750, 6, 90, 0A, /1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 1HF Building, /1HFA0A07VBTV002, Stainless Steel 304L, No, Yes
20442/61060,NA, GASK, 4, /1DVF3106GL-, Rectangular Gasket, 200, 200, 200, 200, 3, 90, 0A, /1HGT0A01ZL-, Unit 1: Connection between HGT and HFA, 1HGT Gallery, NA, NA, No, No
20442/4897,/1DVF3105RA-, DAMP, 5, /1DVF3106GL-, Fire Damper, 200, 200, 200, 200, 300, 90, 0A, /1HGT0A01ZL-, Unit 1: Connection between HGT and HFA, 1HGT Gallery, NA, Stainless Steel 304L, No, No
28634/24610,NA, GASK, 6, /1DVF3106GL-, Rectangular Gasket, 200, 200, 200, 200, 3, 90, 0A, /1HGT0A01ZL-, Unit 1: Connection between HGT and HFA, 1HGT Gallery, NA, NA, No, No
20442/68193,NA, STRT, 7, /1DVF3106GL-, Rectangular Straight, 200, 200, 200, 200, 75, 90, 0A, /1HGT0A01ZL-, Unit 1: Connection between HGT and HFA, 1HGT Gallery, NA, Stainless Steel 304L, No, Yes
20442/68194,NA, GASK, 8, /1DVF3106GL-, Rectangular Gasket, 200, 200, 200, 200, 3, 90, 0A, /1HGT0A01ZL-, Unit 1: Connection between HGT and HFA, 1HGT Gallery, NA, NA, No, No
20442/4899,/1DVF3106BW-, MESH, 9, /1DVF3106GL-, Supply Air Grille - Double Deflection with Damper, 200, 200, 200, 200, 10, 90, 0A, /1HGT0A01ZL-, Unit 1: Connection between HGT and HFA, 1HGT Gallery, NA, Extruded Aluminium, No, No
20442/4903,/1DVF3201BH-, MESH, 1, /1DVF3201GL-, Extract Air Grille - Single Deflection with Damper, 200, 200, 200, 200, 10, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Extruded Aluminium, No, No
20442/64464,NA, GASK, 2, /1DVF3201GL-, Rectangular Gasket, 200, 200, 200, 200, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/20094,NA, STRT, 3, /1DVF3201GL-, Rectangular Straight, 300, 250, 300, 250, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/20094,/1DVF3201GLB0002T001, BRCO, 3, /1DVF3201GL-, Rectangular Boot Branch Connector, 300, 250, 300, 250, 75, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA,  Stainless Steel 304L, No, Yes
20442/64465,NA, GASK, 4, /1DVF3201GL-, Rectangular Gasket, 300, 250, 300, 250, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/20093,NA, STRT, 5, /1DVF3201GL-, Rectangular Straight, 300, 250, 300, 250, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/64466,NA, GASK, 6, /1DVF3201GL-, Rectangular Gasket, 300, 250, 300, 250, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/20092,NA, STRT, 7, /1DVF3201GL-, Rectangular Straight, 300, 250, 300, 250, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/64467,NA, GASK, 8, /1DVF3201GL-, Rectangular Gasket, 300, 250, 300, 250, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/4906,/1DVF3202BH-, MESH, 1, /1DVF3202GL-, Extract Air Grille - Single Deflection with Damper, 200, 200, 200, 200, 10, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Extruded Aluminium, No, No
20442/64471,NA, GASK, 2, /1DVF3202GL-, Rectangular Gasket, 200, 200, 200, 200, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/20091,NA, STRT, 3, /1DVF3202GL-, Rectangular Straight, 300, 250, 300, 250, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/20091,/1DVF3202GLB0002T001, BRCO, 3, /1DVF3202GL-, Rectangular Boot Branch Connector, 300, 250, 300, 250, 75, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA,  Stainless Steel 304L, No, Yes
20442/64472,NA, GASK, 4, /1DVF3202GL-, Rectangular Gasket, 300, 250, 300, 250, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/20090,NA, STRT, 5, /1DVF3202GL-, Rectangular Straight, 300, 250, 300, 250, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/64473,NA, GASK, 6, /1DVF3202GL-, Rectangular Gasket, 300, 250, 300, 250, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
