Flange Reference, Duct Reference, PDMS Duct Type, Line Number, Flange Height, Duct Length A (mm), Duct Width B (mm), Level
20442/20112/50B, 20442/20112, TAPE, /1DVF3311GL-, 50, 400, 200, 10
20442/7352/50A, 20442/7352, BEND, /1DVF3311GL-, 50, 200, 400, 10
20442/7352/50B, 20442/7352, BEND, /1DVF3311GL-, 50, 200, 400, 10
20442/46492/50A, 20442/46492, OFST, /1DVF3311GL-, 50, 400, 200, 10
20442/46492/50B, 20442/46492, OFST, /1DVF3311GL-, 50, 400, 200, 10
20442/30782/50A, 20442/30782, STRT, /1DVF3311GL-, 50, 400, 200, 10
20442/30782/50B, 20442/30782, STRT, /1DVF3311GL-, 50, 400, 200, 10
20442/20115/50A, 20442/20115, TAPE, /1DVF3311GL-, 50, 550, 350, 10
20442/20115/50B, 20442/20115, TAPE, /1DVF3311GL-, 50, 400, 200, 10
20442/30771/50A, 20442/30771, STRT, /1DVF3311GL-, 50, 550, 350, 10
20442/30771/50B, 20442/30771, STRT, /1DVF3311GL-, 50, 550, 350, 10
20442/20135/50A, 20442/20135, STRT, /1DVF3311GL-, 50, 550, 350, 10
20442/20135/50B, 20442/20135, STRT, /1DVF3311GL-, 50, 550, 350, 10
20442/20135/50C, 20442/20135, BRCO, /1DVF3311GL-, 50, 400, 200, 10
36826/4156/50A, 36826/4156, STRT, /1DVF3311GL-, 50, 550, 350, 10
36826/4156/50B, 36826/4156, STRT, /1DVF3311GL-, 50, 550, 350, 10
20442/20136/50A, 20442/20136, STRT, /1DVF3311GL-, 50, 550, 350, 10
20442/20136/50B, 20442/20136, STRT, /1DVF3311GL-, 50, 550, 350, 10
36826/4155/50A, 36826/4155, STRT, /1DVF3311GL-, 50, 550, 350, 10
36826/4155/50B, 36826/4155, STRT, /1DVF3311GL-, 50, 550, 350, 10
36826/4155/50C, 36826/4155, BRCO, /1DVF3311GL-, 50, 400, 200, 10
20442/20138/50A, 20442/20138, STRT, /1DVF3311GL-, 50, 550, 350, 10
20442/20138/50B, 20442/20138, STRT, /1DVF3311GL-, 50, 550, 350, 10
20442/20235/50A, 20442/20235, STRT, /1DVF3311GL-, 50, 650, 600, 10
20442/20235/50C, 20442/20235, BRCO, /1DVF3311GL-, 50, 550, 350, 10
20442/20235/50D, 20442/20235, BRCO, /1DVF3311GL-, 50, 400, 200, 10
20442/20186/50A, 20442/20186, STRT, /1DVF3311GL-, 50, 650, 600, 10
20442/20186/50B, 20442/20186, STRT, /1DVF3311GL-, 50, 650, 600, 10
20442/20186/40C, 20442/20186, BRCO, /1DVF3311GL-, 40, 200, 200, 10
20442/20185/50A, 20442/20185, STRT, /1DVF3311GL-, 50, 650, 600, 10
20442/20185/50B, 20442/20185, STRT, /1DVF3311GL-, 50, 650, 600, 10
20442/20184/50A, 20442/20184, STRT, /1DVF3311GL-, 50, 650, 600, 10
20442/20184/50B, 20442/20184, STRT, /1DVF3311GL-, 50, 650, 600, 10
20442/20184/50C, 20442/20184, BRCO, /1DVF3311GL-, 50, 400, 200, 10
20442/20183/50A, 20442/20183, STRT, /1DVF3311GL-, 50, 600, 650, 10
20442/20183/50B, 20442/20183, STRT, /1DVF3311GL-, 50, 600, 650, 10
20442/20183/40C, 20442/20183, BRCO, /1DVF3311GL-, 40, 200, 200, 10
20442/20182/50A, 20442/20182, STRT, /1DVF3311GL-, 50, 650, 600, 10
20442/20182/50B, 20442/20182, STRT, /1DVF3311GL-, 50, 650, 600, 10
20442/961/50A, 20442/961, STRT, /1DVF3311GL-, 50, 650, 600, 10
20442/961/50B, 20442/961, STRT, /1DVF3311GL-, 50, 650, 600, 10
20442/961/50C, 20442/961, BRCO, /1DVF3311GL-, 50, 400, 200, 10
20442/959/50A, 20442/959, STRT, /1DVF3311GL-, 50, 650, 600, 10
20442/959/50B, 20442/959, STRT, /1DVF3311GL-, 50, 650, 600, 10
28634/3269/50A, 28634/3269, STRT, /1DVF3311GL-, 50, 650, 600, 10
28634/3269/50C, 28634/3269, BRCO, /1DVF3311GL-, 50, 400, 200, 10
28634/3269/50D, 28634/3269, BRCO, /1DVF3311GL-, 50, 650, 600, 10
20442/20126/50A, 20442/20126, TAPE, /1DVF3313GL-, 50, 300, 800, 10
20442/20126/50B, 20442/20126, TAPE, /1DVF3313GL-, 50, 400, 200, 10
20442/20127/50A, 20442/20127, BEND, /1DVF3313GL-, 50, 200, 400, 10
20442/20127/50B, 20442/20127, BEND, /1DVF3313GL-, 50, 200, 400, 10
28634/11238/50A, 28634/11238, STRT, /1DVF3313GL-, 50, 200, 400, 10
28634/11238/50B, 28634/11238, STRT, /1DVF3313GL-, 50, 200, 400, 10
20442/20128/50A, 20442/20128, STRT, /1DVF3313GL-, 50, 400, 200, 10
20442/20128/50B, 20442/20128, STRT, /1DVF3313GL-, 50, 400, 200, 10
20442/20142/50A, 20442/20142, STRT, /1DVF3313GL-, 50, 400, 200, 10
20442/20142/50B, 20442/20142, STRT, /1DVF3313GL-, 50, 400, 200, 10
20442/20143/50A, 20442/20143, BEND, /1DVF3313GL-, 50, 400, 200, 10
20442/20143/50B, 20442/20143, BEND, /1DVF3313GL-, 50, 400, 200, 10
20442/20145/50A, 20442/20145, STRT, /1DVF3313GL-, 50, 200, 400, 10
20442/20145/50B, 20442/20145, STRT, /1DVF3313GL-, 50, 200, 400, 10
36826/994/50A, 36826/994, STRT, /1DVF3313GL-, 50, 200, 400, 10
36826/994/50B, 36826/994, STRT, /1DVF3313GL-, 50, 200, 400, 10
20442/20254/50A, 20442/20254, TAPE, /1DVF3315GL-, 50, 300, 800, 10
20442/20254/50B, 20442/20254, TAPE, /1DVF3315GL-, 50, 200, 400, 10
20442/20250/50A, 20442/20250, BEND, /1DVF3315GL-, 50, 200, 400, 10
20442/20250/50B, 20442/20250, BEND, /1DVF3315GL-, 50, 200, 400, 10
20442/30758/50A, 20442/30758, STRT, /1DVF3315GL-, 50, 200, 400, 10
20442/30758/50B, 20442/30758, STRT, /1DVF3315GL-, 50, 200, 400, 10
36826/1003/50A, 36826/1003, STRT, /1DVF3315GL-, 50, 200, 400, 10
36826/1003/50B, 36826/1003, STRT, /1DVF3315GL-, 50, 200, 400, 10
20442/20203/50A, 20442/20203, TAPE, /1DVF3317GL-, 50, 800, 300, 10
20442/20203/50B, 20442/20203, TAPE, /1DVF3317GL-, 50, 200, 400, 10
20442/20202/50A, 20442/20202, BEND, /1DVF3317GL-, 50, 200, 400, 10
20442/20202/50B, 20442/20202, BEND, /1DVF3317GL-, 50, 200, 400, 10
36826/981/50A, 36826/981, STRT, /1DVF3317GL-, 50, 200, 400, 10
36826/981/50B, 36826/981, STRT, /1DVF3317GL-, 50, 200, 400, 10
28634/8199/50A, 28634/8199, OFST, /1DVF3317GL-, 50, 200, 400, 10
28634/8199/50B, 28634/8199, OFST, /1DVF3317GL-, 50, 200, 400, 10
28634/8196/50A, 28634/8196, STRT, /1DVF3317GL-, 50, 200, 400, 10
28634/8196/50B, 28634/8196, STRT, /1DVF3317GL-, 50, 200, 400, 10
28634/3301/50A, 28634/3301, BEND, /1DVF3317GL-, 50, 400, 200, 10
28634/3301/50B, 28634/3301, BEND, /1DVF3317GL-, 50, 400, 200, 10
20442/21498/50A, 20442/21498, STRT, /1DVF3317GL-, 50, 400, 200, 10
20442/21498/50B, 20442/21498, STRT, /1DVF3317GL-, 50, 400, 200, 10
20442/20192/50A, 20442/20192, STRT, /1DVF3317GL-, 50, 400, 200, 10
20442/20192/50B, 20442/20192, STRT, /1DVF3317GL-, 50, 400, 200, 10
28634/3302/50A, 28634/3302, STRT, /1DVF3317GL-, 50, 400, 200, 10
28634/3302/50B, 28634/3302, STRT, /1DVF3317GL-, 50, 400, 200, 10
28634/3303/50A, 28634/3303, STRT, /1DVF3317GL-, 50, 400, 200, 10
28634/3303/50B, 28634/3303, STRT, /1DVF3317GL-, 50, 400, 200, 10
28634/3304/50A, 28634/3304, STRT, /1DVF3317GL-, 50, 400, 200, 10
28634/3304/50B, 28634/3304, STRT, /1DVF3317GL-, 50, 400, 200, 10
20442/20210/50A, 20442/20210, TAPE, /1DVF3321GL-, 50, 400, 200, 10
20442/20210/50B, 20442/20210, TAPE, /1DVF3321GL-, 50, 300, 800, 10
28634/8202/50A, 28634/8202, STRT, /1DVF3321GL-, 50, 400, 200, 10
28634/8202/50B, 28634/8202, STRT, /1DVF3321GL-, 50, 400, 200, 10
20442/20209/50A, 20442/20209, BEND, /1DVF3321GL-, 50, 200, 400, 10
20442/20209/50B, 20442/20209, BEND, /1DVF3321GL-, 50, 200, 400, 10
28634/8348/50A, 28634/8348, STRT, /1DVF3321GL-, 50, 400, 200, 10
28634/8348/50B, 28634/8348, STRT, /1DVF3321GL-, 50, 400, 200, 10
28634/8444/50A, 28634/8444, STRT, /1DVF3321GL-, 50, 400, 200, 10
28634/8444/50B, 28634/8444, STRT, /1DVF3321GL-, 50, 400, 200, 10
20442/20206/50A, 20442/20206, STRT, /1DVF3321GL-, 50, 200, 400, 10
20442/20206/50B, 20442/20206, STRT, /1DVF3321GL-, 50, 200, 400, 10
20442/20218/50A, 20442/20218, TAPE, /1DVF3325GL-, 50, 300, 800, 10
20442/20218/50B, 20442/20218, TAPE, /1DVF3325GL-, 50, 400, 200, 10
20442/20217/50A, 20442/20217, BEND, /1DVF3325GL-, 50, 200, 400, 10
20442/20217/50B, 20442/20217, BEND, /1DVF3325GL-, 50, 200, 400, 10
28634/8209/50A, 28634/8209, STRT, /1DVF3325GL-, 50, 400, 200, 10
28634/8209/50B, 28634/8209, STRT, /1DVF3325GL-, 50, 400, 200, 10
20442/20215/50A, 20442/20215, STRT, /1DVF3325GL-, 50, 400, 200, 10
20442/20215/50B, 20442/20215, STRT, /1DVF3325GL-, 50, 400, 200, 10
20442/20244/50A, 20442/20244, TAPE, /1DVF3327GL-, 50, 300, 800, 10
20442/20244/50B, 20442/20244, TAPE, /1DVF3327GL-, 50, 400, 200, 10
20442/20243/50A, 20442/20243, BEND, /1DVF3327GL-, 50, 200, 400, 10
20442/20243/50B, 20442/20243, BEND, /1DVF3327GL-, 50, 200, 400, 10
28634/8221/50A, 28634/8221, STRT, /1DVF3327GL-, 50, 400, 200, 10
28634/8221/50B, 28634/8221, STRT, /1DVF3327GL-, 50, 400, 200, 10
28634/23108/50A, 28634/23108, BEND, /1DVF3327GL-, 50, 400, 200, 10
28634/23108/50B, 28634/23108, BEND, /1DVF3327GL-, 50, 400, 200, 10
28634/23109/50A, 28634/23109, BEND, /1DVF3327GL-, 50, 400, 200, 10
28634/23109/50B, 28634/23109, BEND, /1DVF3327GL-, 50, 400, 200, 10
28634/23115/50A, 28634/23115, STRT, /1DVF3327GL-, 50, 400, 200, 10
28634/23115/50B, 28634/23115, STRT, /1DVF3327GL-, 50, 400, 200, 10
20442/20164/40B, 20442/20164, STRT, /1DVF3332GL-, 0, 250, 300, 10
20442/20164/40C, 20442/20164, BRCO, /1DVF3332GL-, 40, 200, 200, 10
20442/20163/40A, 20442/20163, STRT, /1DVF3332GL-, 40, 250, 300, 10
20442/20163/40B, 20442/20163, STRT, /1DVF3332GL-, 40, 250, 300, 10
20442/20162/40A, 20442/20162, STRT, /1DVF3332GL-, 40, 250, 300, 10
20442/20162/40B, 20442/20162, STRT, /1DVF3332GL-, 40, 250, 300, 10
20442/20162/40C, 20442/20162, BRCO, /1DVF3332GL-, 40, 200, 200, 10
20442/20161/40A, 20442/20161, STRT, /1DVF3332GL-, 40, 250, 300, 10
20442/20161/40B, 20442/20161, STRT, /1DVF3332GL-, 40, 250, 300, 10
20442/20159/40A, 20442/20159, STRT, /1DVF3332GL-, 40, 250, 300, 10
20442/20159/40B, 20442/20159, STRT, /1DVF3332GL-, 40, 250, 300, 10
20442/20159/40C, 20442/20159, BRCO, /1DVF3332GL-, 40, 200, 200, 10
20442/1052/40A, 20442/1052, BEND, /1DVF3332GL-, 40, 300, 250, 10
20442/1052/40B, 20442/1052, BEND, /1DVF3332GL-, 40, 300, 250, 10
20442/20357/40A, 20442/20357, STRT, /1DVF3340GL-, 40, 300, 250, 10
20442/20357/40B, 20442/20357, STRT, /1DVF3340GL-, 40, 300, 250, 10
20442/20356/40A, 20442/20356, STRT, /1DVF3340GL-, 40, 250, 300, 10
20442/20356/40B, 20442/20356, STRT, /1DVF3340GL-, 40, 250, 300, 10
20442/20355/40A, 20442/20355, TAPE, /1DVF3340GL-, 40, 300, 250, 10
20442/20355/50B, 20442/20355, TAPE, /1DVF3340GL-, 40, 650, 700, 10
20442/20346/50A, 20442/20346, STRT, /1DVF3340GL-, 50, 650, 700, 10
20442/20346/50B, 20442/20346, STRT, /1DVF3340GL-, 50, 650, 700, 10
20442/20346/50C, 20442/20346, BRCO, /1DVF3340GL-, 50, 650, 650, 10
20442/20347/50A, 20442/20347, STRT, /1DVF3340GL-, 50, 650, 700, 10
20442/20347/50B, 20442/20347, STRT, /1DVF3340GL-, 50, 650, 700, 10
20442/18340/40A, 20442/18340, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/18340/40B, 20442/18340, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/18339/40A, 20442/18339, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/18339/40B, 20442/18339, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/18338/40A, 20442/18338, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/18338/40B, 20442/18338, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/18337/40A, 20442/18337, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/18337/40B, 20442/18337, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/18336/40A, 20442/18336, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/18336/40B, 20442/18336, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/18335/40A, 20442/18335, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/18335/40B, 20442/18335, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/18334/40A, 20442/18334, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/18334/40B, 20442/18334, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/4995/40A, 20442/4995, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/4995/40B, 20442/4995, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/4994/40A, 20442/4994, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/4994/40B, 20442/4994, STRT, /1DVF3401GL-, 40, 200, 200, 14
28634/11261/40A, 28634/11261, STRT, /1DVF3401GL-, 40, 200, 200, 14
28634/11261/40B, 28634/11261, STRT, /1DVF3401GL-, 40, 200, 200, 14
45018/1906/40A, 45018/1906, STRT, /1DVF3401GL-, 40, 200, 200, 14
45018/1906/40B, 45018/1906, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/4991/40A, 20442/4991, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/4991/40B, 20442/4991, STRT, /1DVF3401GL-, 40, 200, 200, 14
28634/11247/40A, 28634/11247, BEND, /1DVF3401GL-, 40, 200, 200, 14
28634/11247/40B, 28634/11247, BEND, /1DVF3401GL-, 40, 200, 200, 14
20442/18333/40A, 20442/18333, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/18333/40B, 20442/18333, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/50447/40A, 20442/50447, BEND, /1DVF3401GL-, 40, 200, 200, 14
20442/50447/40B, 20442/50447, BEND, /1DVF3401GL-, 40, 200, 200, 14
20442/74748/40A, 20442/74748, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/74748/40B, 20442/74748, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/50448/40A, 20442/50448, BEND, /1DVF3401GL-, 40, 200, 200, 14
20442/50448/40B, 20442/50448, BEND, /1DVF3401GL-, 40, 200, 200, 14
20442/18331/40A, 20442/18331, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/18331/40B, 20442/18331, STRT, /1DVF3401GL-, 40, 200, 200, 14
20442/18330/40A, 20442/18330, TAPE, /1DVF3401GL-, 40, 350, 300, 14
20442/18330/40B, 20442/18330, TAPE, /1DVF3401GL-, 40, 200, 200, 14
20442/18326/40A, 20442/18326, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/18326/40B, 20442/18326, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/18326/40C, 20442/18326, BRCO, /1DVF3401GL-, 40, 200, 200, 14
20442/4981/40A, 20442/4981, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/4981/40B, 20442/4981, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/18325/40A, 20442/18325, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/18325/40B, 20442/18325, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/18325/40C, 20442/18325, BRCO, /1DVF3401GL-, 40, 200, 200, 14
20442/20360/40A, 20442/20360, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/20360/40B, 20442/20360, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/50440/40A, 20442/50440, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/50440/40B, 20442/50440, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/20361/40A, 20442/20361, OFST, /1DVF3401GL-, 40, 300, 350, 14
20442/20361/40B, 20442/20361, OFST, /1DVF3401GL-, 40, 300, 350, 14
20442/20363/40A, 20442/20363, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/20363/40B, 20442/20363, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/20363/40C, 20442/20363, BRCO, /1DVF3401GL-, 40, 200, 200, 14
20442/20364/40A, 20442/20364, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/20364/40B, 20442/20364, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/20365/40A, 20442/20365, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/20365/40B, 20442/20365, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/20365/40C, 20442/20365, BRCO, /1DVF3401GL-, 40, 200, 200, 14
20442/20366/40A, 20442/20366, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/20366/40B, 20442/20366, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/20367/40A, 20442/20367, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/20367/40B, 20442/20367, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/4980/40A, 20442/4980, STRT, /1DVF3401GL-, 40, 300, 350, 14
20442/4980/40B, 20442/4980, STRT, /1DVF3401GL-, 40, 300, 350, 14
20442/4978/40A, 20442/4978, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/4978/40B, 20442/4978, STRT, /1DVF3401GL-, 40, 350, 300, 14
20442/23740/50A, 20442/23740, STRT, /1DVF3408GL-, 50, 700, 650, 14
20442/23740/50B, 20442/23740, STRT, /1DVF3408GL-, 50, 700, 650, 14
28634/8131/50A, 28634/8131, STRT, /1DVF3409GL-, 50, 700, 650, 14
28634/8131/50B, 28634/8131, STRT, /1DVF3409GL-, 50, 700, 650, 14
20442/36731/50A, 20442/36731, STRT, /1DVF3409GL-, 50, 700, 650, 14
20442/36731/50B, 20442/36731, STRT, /1DVF3409GL-, 50, 700, 650, 14
20442/36728/50A, 20442/36728, BEND, /1DVF3409GL-, 50, 700, 650, 14
20442/36728/50B, 20442/36728, BEND, /1DVF3409GL-, 50, 700, 650, 14
20442/36734/50A, 20442/36734, STRT, /1DVF3409GL-, 50, 700, 650, 14
20442/36734/50B, 20442/36734, STRT, /1DVF3409GL-, 50, 700, 650, 14
20442/25870/50A, 20442/25870, BEND, /1DVF3409GL-, 50, 700, 650, 14
20442/25870/50B, 20442/25870, BEND, /1DVF3409GL-, 50, 700, 650, 14
28634/8134/50A, 28634/8134, STRT, /1DVF3409GL-, 50, 700, 650, 14
28634/8134/50B, 28634/8134, STRT, /1DVF3409GL-, 50, 700, 650, 14
20442/25871/50A, 20442/25871, BEND, /1DVF3409GL-, 50, 650, 700, 14
20442/25871/50B, 20442/25871, BEND, /1DVF3409GL-, 50, 650, 700, 14
28634/1216/50A, 28634/1216, STRT, /1DVF3413GL-, 50, 700, 650, 14
28634/1216/50B, 28634/1216, STRT, /1DVF3413GL-, 50, 700, 650, 14
28634/1216/50C, 28634/1216, BRCO, /1DVF3413GL-, 50, 650, 700, 14
20442/5098/50A, 20442/5098, STRT, /1DVF3413GL-, 50, 650, 700, 14
20442/5098/50B, 20442/5098, STRT, /1DVF3413GL-, 50, 650, 700, 14
20442/5099/50A, 20442/5099, STRT, /1DVF3413GL-, 50, 700, 650, 14
20442/5099/50B, 20442/5099, STRT, /1DVF3413GL-, 50, 700, 650, 14
20442/5099/40C, 20442/5099, BRCO, /1DVF3413GL-, 40, 300, 300, 14
20442/5099/40D, 20442/5099, BRCO, /1DVF3413GL-, 40, 300, 350, 14
28634/24548/50A, 28634/24548, TAPE, /1DVF3413GL-, 50, 700, 650, 14
28634/24548/50B, 28634/24548, TAPE, /1DVF3413GL-, 50, 700, 600, 14
20442/22793/50A, 20442/22793, STRT, /1DVF3413GL-, 50, 700, 600, 14
20442/22793/50B, 20442/22793, STRT, /1DVF3413GL-, 50, 700, 600, 14
20442/4970/40A, 20442/4970, STRT, /1DVF3416GL-, 40, 100, 100, 14
20442/4970/40B, 20442/4970, STRT, /1DVF3416GL-, 40, 100, 100, 14
20442/20397/40A, 20442/20397, STRT, /1DVF3501GL-, 40, 300, 250, 19
20442/20397/40C, 20442/20397, BRCO, /1DVF3501GL-, 40, 200, 100, 19
20442/20396/40A, 20442/20396, STRT, /1DVF3501GL-, 40, 300, 250, 19
20442/20396/40B, 20442/20396, STRT, /1DVF3501GL-, 40, 300, 250, 19
20442/20395/40A, 20442/20395, STRT, /1DVF3501GL-, 40, 300, 250, 19
20442/20395/40B, 20442/20395, STRT, /1DVF3501GL-, 40, 300, 250, 19
20442/20395/40C, 20442/20395, BRCO, /1DVF3501GL-, 40, 200, 100, 19
20442/20394/40A, 20442/20394, STRT, /1DVF3501GL-, 40, 300, 250, 19
20442/20394/40B, 20442/20394, STRT, /1DVF3501GL-, 40, 300, 250, 19
20442/20393/40A, 20442/20393, STRT, /1DVF3501GL-, 40, 300, 250, 19
20442/20393/40B, 20442/20393, STRT, /1DVF3501GL-, 40, 300, 250, 19
20442/20393/40C, 20442/20393, BRCO, /1DVF3501GL-, 40, 200, 100, 19
20442/20392/40A, 20442/20392, STRT, /1DVF3501GL-, 40, 300, 250, 19
20442/20392/40B, 20442/20392, STRT, /1DVF3501GL-, 40, 300, 250, 19
20442/20391/40A, 20442/20391, STRT, /1DVF3501GL-, 40, 300, 250, 19
20442/20391/40B, 20442/20391, STRT, /1DVF3501GL-, 40, 300, 250, 19
20442/20391/40C, 20442/20391, BRCO, /1DVF3501GL-, 40, 200, 100, 19
20442/20390/50A, 20442/20390, TAPE, /1DVF3501GL-, 50, 400, 250, 19
20442/20390/40B, 20442/20390, TAPE, /1DVF3501GL-, 50, 300, 250, 19
20442/57825/50A, 20442/57825, STRT, /1DVF3501GL-, 50, 400, 250, 19
20442/57825/50B, 20442/57825, STRT, /1DVF3501GL-, 50, 400, 250, 19
20442/57825/40C, 20442/57825, BRCO, /1DVF3501GL-, 40, 300, 200, 19
20442/57829/50A, 20442/57829, STRT, /1DVF3501GL-, 50, 400, 250, 19
20442/57829/50B, 20442/57829, STRT, /1DVF3501GL-, 50, 400, 250, 19
20442/57832/50A, 20442/57832, STRT, /1DVF3501GL-, 50, 400, 250, 19
20442/57832/50B, 20442/57832, STRT, /1DVF3501GL-, 50, 400, 250, 19
20442/57834/50A, 20442/57834, STRT, /1DVF3501GL-, 50, 400, 250, 19
20442/57834/50B, 20442/57834, STRT, /1DVF3501GL-, 50, 400, 250, 19
20442/57835/50A, 20442/57835, TAPE, /1DVF3501GL-, 50, 400, 300, 19
20442/57835/50B, 20442/57835, TAPE, /1DVF3501GL-, 50, 400, 250, 19
20442/57836/50A, 20442/57836, STRT, /1DVF3501GL-, 50, 400, 300, 19
20442/57836/50B, 20442/57836, STRT, /1DVF3501GL-, 50, 400, 300, 19
20442/57836/40C, 20442/57836, BRCO, /1DVF3501GL-, 40, 200, 100, 19
20442/57840/50A, 20442/57840, STRT, /1DVF3501GL-, 50, 400, 300, 19
20442/57840/50B, 20442/57840, STRT, /1DVF3501GL-, 50, 400, 300, 19
20442/57844/50A, 20442/57844, TAPE, /1DVF3501GL-, 50, 500, 300, 19
20442/57844/50B, 20442/57844, TAPE, /1DVF3501GL-, 50, 400, 300, 19
20442/57845/50A, 20442/57845, STRT, /1DVF3501GL-, 50, 500, 300, 19
20442/57845/50B, 20442/57845, STRT, /1DVF3501GL-, 50, 500, 300, 19
20442/57847/50A, 20442/57847, STRT, /1DVF3501GL-, 50, 500, 300, 19
20442/57847/50B, 20442/57847, STRT, /1DVF3501GL-, 50, 500, 300, 19
20442/57850/50A, 20442/57850, BEND, /1DVF3501GL-, 50, 300, 500, 19
20442/57850/50B, 20442/57850, BEND, /1DVF3501GL-, 50, 300, 500, 19
20442/57851/50A, 20442/57851, STRT, /1DVF3501GL-, 50, 300, 500, 19
20442/57851/50B, 20442/57851, STRT, /1DVF3501GL-, 50, 300, 500, 19
20442/57851/40C, 20442/57851, BRCO, /1DVF3501GL-, 40, 300, 300, 19
20442/57853/50A, 20442/57853, TAPE, /1DVF3501GL-, 50, 600, 700, 19
20442/57853/50B, 20442/57853, TAPE, /1DVF3501GL-, 50, 500, 300, 19
28634/702/40A, 28634/702, STRT, /1DVF3505GL-, 40, 300, 200, 19
28634/702/40B, 28634/702, STRT, /1DVF3505GL-, 40, 300, 200, 19
28634/702/40C, 28634/702, BRCO, /1DVF3505GL-, 40, 100, 100, 19
20442/20433/40A, 20442/20433, STRT, /1DVF3505GL-, 40, 300, 200, 19
20442/20433/40B, 20442/20433, STRT, /1DVF3505GL-, 40, 300, 200, 19
20442/6796/40A, 20442/6796, STRT, /1DVF3505GL-, 40, 300, 200, 19
20442/6796/40B, 20442/6796, STRT, /1DVF3505GL-, 40, 300, 200, 19
20442/6791/40A, 20442/6791, BEND, /1DVF3505GL-, 40, 300, 200, 19
20442/6791/40B, 20442/6791, BEND, /1DVF3505GL-, 40, 300, 200, 19
20442/20415/40A, 20442/20415, STRT, /1DVF3505GL-, 40, 200, 300, 19
20442/20415/40B, 20442/20415, STRT, /1DVF3505GL-, 40, 200, 300, 19
20442/20416/40A, 20442/20416, STRT, /1DVF3505GL-, 40, 200, 300, 19
20442/20416/40B, 20442/20416, STRT, /1DVF3505GL-, 40, 200, 300, 19
20442/20417/40A, 20442/20417, STRT, /1DVF3505GL-, 40, 200, 300, 19
20442/20417/40B, 20442/20417, STRT, /1DVF3505GL-, 40, 200, 300, 19
20442/20418/40A, 20442/20418, STRT, /1DVF3505GL-, 40, 200, 300, 19
20442/20418/40B, 20442/20418, STRT, /1DVF3505GL-, 40, 200, 300, 19
20442/20419/40A, 20442/20419, STRT, /1DVF3505GL-, 40, 200, 300, 19
20442/20419/40B, 20442/20419, STRT, /1DVF3505GL-, 40, 200, 300, 19
20442/20420/40A, 20442/20420, STRT, /1DVF3505GL-, 40, 200, 300, 19
20442/20420/40B, 20442/20420, STRT, /1DVF3505GL-, 40, 200, 300, 19
20442/20437/40A, 20442/20437, STRT, /1DVF3505GL-, 40, 100, 100, 19
20442/20437/40B, 20442/20437, STRT, /1DVF3505GL-, 40, 100, 100, 19
20442/57956/40A, 20442/57956, STRT, /1DVF3505GL-, 40, 200, 300, 19
20442/57956/40B, 20442/57956, STRT, /1DVF3505GL-, 40, 200, 300, 19
20442/57959/40A, 20442/57959, STRT, /1DVF3505GL-, 40, 200, 300, 19
